Base Year,Year,Month,Type,Category,Sub Category,Index,Growth Rate
2011-12,2023,May,General,General,,145.6,5.7
2011-12,2023,May,Sectoral,Mining,,128.1,6.4
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Food Products,123.2,0.4
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Beverages,124.1,-1.7
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Tobacco Products,83.7,-4.8
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Textiles,107.4,-3.7
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Wearing Apparel,112.2,-21.2
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Leather and Related Products,101.1,2.1
2011-12,2023,May,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",98.7,-12.7
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,77.9,-9.7
2011-12,2023,May,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,88.7,0.2
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,138,2.7
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,133.8,-1.3
2011-12,2023,May,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",227.9,21.2
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,112.7,7.2
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,148.4,10.4
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Basic Metals,206.3,10.8
2011-12,2023,May,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",87.1,4.7
2011-12,2023,May,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",115.1,-6
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Electrical Equipment,106.6,8.4
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,116.2,9.7
2011-12,2023,May,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",126.1,13.7
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,131.2,10.9
2011-12,2023,May,Sectoral,Manufacturing,Manufacture of Furniture,179.9,-12.6
2011-12,2023,May,Sectoral,Manufacturing,Other Manufacturing,79.2,-0.5
2011-12,2023,May,Sectoral,Manufacturing,,143.1,6.3
2011-12,2023,May,Sectoral,Electricity,,201.6,0.9
2011-12,2023,May,Use-based category,Primary Goods,,149.9,3.6
2011-12,2023,May,Use-based category,Intermediate Goods,,156.9,3.4
2011-12,2023,May,Use-based category,Infrastructure/ Construction Goods,,173.2,13
2011-12,2023,May,Use-based category,Consumer Non-durables,,149.8,8.9
2011-12,2023,May,Use-based category,Consumer Durables,,115.6,1.5
2011-12,2023,May,Use-based category,Capital Goods,,102.6,8.1
2011-12,2023,April,General,General,,140.7,4.6
2011-12,2023,April,Sectoral,Mining,,122.6,5.1
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Food Products,137.8,3.8
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Beverages,109.2,-7.6
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Tobacco Products,67.1,-21.4
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Textiles,105.6,-7.4
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Wearing Apparel,92.1,-28.8
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Leather and Related Products,97.7,-8.2
2011-12,2023,April,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",89.4,-15.8
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,79.8,-7.6
2011-12,2023,April,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,88.6,5.2
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,129.1,-1.5
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,126.6,2.7
2011-12,2023,April,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",237,24
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,106.3,1.3
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,146.7,7.1
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Basic Metals,201.9,12.1
2011-12,2023,April,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",76.4,-1.9
2011-12,2023,April,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",111.5,-12
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Electrical Equipment,106.6,16.5
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,107.7,8.2
2011-12,2023,April,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",112.9,3.8
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,119.5,11.6
2011-12,2023,April,Sectoral,Manufacturing,Manufacture of Furniture,144.7,-29
2011-12,2023,April,Sectoral,Manufacturing,Other Manufacturing,87.8,-4.5
2011-12,2023,April,Sectoral,Manufacturing,,138.8,5.5
2011-12,2023,April,Sectoral,Electricity,,192.3,-1.1
2011-12,2023,April,Use-based category,Primary Goods,,142.2,1.9
2011-12,2023,April,Use-based category,Intermediate Goods,,152,1.7
2011-12,2023,April,Use-based category,Infrastructure/ Construction Goods,,169.8,13.4
2011-12,2023,April,Use-based category,Consumer Non-durables,,154.7,11.4
2011-12,2023,April,Use-based category,Consumer Durables,,108.1,-2.3
2011-12,2023,April,Use-based category,Capital Goods,,92.4,4.4
2011-12,2023,March,General,General,,151.7,1.9
2011-12,2023,March,Sectoral,Mining,,154.2,6.8
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Food Products,147.2,-2.2
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Beverages,123.5,6.4
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Tobacco Products,95.5,-11
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Textiles,110.2,-7
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Wearing Apparel,133.1,-30.6
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Leather and Related Products,106.2,-6.7
2011-12,2023,March,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",108.1,-8.5
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,83.1,-3.5
2011-12,2023,March,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,91.7,3.9
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,141.1,1.4
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,130.1,7.4
2011-12,2023,March,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",194.7,-3.1
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,110.2,1.1
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,152.8,-1
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Basic Metals,214,7.4
2011-12,2023,March,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",95.4,-2.6
2011-12,2023,March,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",134.1,-28.1
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Electrical Equipment,108.7,15.3
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,141.3,10.4
2011-12,2023,March,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",122.4,6.4
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,139.2,9.6
2011-12,2023,March,Sectoral,Manufacturing,Manufacture of Furniture,210.9,-9.3
2011-12,2023,March,Sectoral,Manufacturing,Other Manufacturing,108.5,-14
2011-12,2023,March,Sectoral,Manufacturing,,147.5,1.5
2011-12,2023,March,Sectoral,Electricity,,188,-1.6
2011-12,2023,March,Use-based category,Primary Goods,,158.3,3.3
2011-12,2023,March,Use-based category,Intermediate Goods,,159.4,1.8
2011-12,2023,March,Use-based category,Infrastructure/ Construction Goods,,181.7,7.2
2011-12,2023,March,Use-based category,Consumer Non-durables,,147.5,-1.9
2011-12,2023,March,Use-based category,Consumer Durables,,118.6,-8
2011-12,2023,March,Use-based category,Capital Goods,,123,10
2011-12,2023,February,General,General,,139.3,6
2011-12,2023,February,Sectoral,Mining,,129.2,4.8
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Food Products,146.8,4.9
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Beverages,104.4,10.6
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Tobacco Products,77.9,-2.5
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Textiles,102,-9.7
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Wearing Apparel,129.1,-16.7
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Leather and Related Products,94.9,-8
2011-12,2023,February,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",95.1,-15.5
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,75.1,-4.7
2011-12,2023,February,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,84.3,10.1
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,126,4.7
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,122.8,6.5
2011-12,2023,February,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",229.3,23.1
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,98.8,-2.1
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,136.8,2.1
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Basic Metals,195.4,8.6
2011-12,2023,February,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",83.7,-8
2011-12,2023,February,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",123.8,-11.4
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Electrical Equipment,101.6,12.5
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,115.5,12
2011-12,2023,February,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",116.8,8.3
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,117.2,5.5
2011-12,2023,February,Sectoral,Manufacturing,Manufacture of Furniture,173.3,-12.7
2011-12,2023,February,Sectoral,Manufacturing,Other Manufacturing,81.6,-14.5
2011-12,2023,February,Sectoral,Manufacturing,,137.6,5.9
2011-12,2023,February,Sectoral,Electricity,,174,8.2
2011-12,2023,February,Use-based category,Primary Goods,,139.9,7
2011-12,2023,February,Use-based category,Intermediate Goods,,145.1,1
2011-12,2023,February,Use-based category,Infrastructure/ Construction Goods,,165.7,9
2011-12,2023,February,Use-based category,Consumer Non-durables,,154.8,12.5
2011-12,2023,February,Use-based category,Consumer Durables,,108.3,-4.1
2011-12,2023,February,Use-based category,Capital Goods,,104.9,11
2011-12,2023,January,General,General,,147.4,5.8
2011-12,2023,January,Sectoral,Mining,,136.1,9
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Food Products,158,8.9
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Beverages,104.3,14
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Tobacco Products,92.4,-14.6
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Textiles,107.9,-12
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Wearing Apparel,120.1,-22.4
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Leather and Related Products,99.4,-2.2
2011-12,2023,January,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",93.2,-12.1
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,84.3,2.7
2011-12,2023,January,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,88.5,9.7
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,137.6,5.5
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,130.2,4.2
2011-12,2023,January,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",243.9,9.2
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,105.3,0.1
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,143.2,1.2
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Basic Metals,210.8,10
2011-12,2023,January,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",81.4,-8
2011-12,2023,January,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",130.7,-29.7
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Electrical Equipment,105.4,12.7
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,113,11
2011-12,2023,January,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",118.2,12.8
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,119.3,-1.9
2011-12,2023,January,Sectoral,Manufacturing,Manufacture of Furniture,173,-9.1
2011-12,2023,January,Sectoral,Manufacturing,Other Manufacturing,82.1,-11.1
2011-12,2023,January,Sectoral,Manufacturing,,145.5,4.5
2011-12,2023,January,Sectoral,Electricity,,186.6,12.7
2011-12,2023,January,Use-based category,Primary Goods,,149.9,9.8
2011-12,2023,January,Use-based category,Intermediate Goods,,155.6,1.4
2011-12,2023,January,Use-based category,Infrastructure/ Construction Goods,,176.9,11.3
2011-12,2023,January,Use-based category,Consumer Non-durables,,164.4,6.5
2011-12,2023,January,Use-based category,Consumer Durables,,108.8,-8.2
2011-12,2023,January,Use-based category,Capital Goods,,104.9,10.5
2011-12,2022,December,General,General,,145.9,5.1
2011-12,2022,December,Sectoral,Mining,,132.6,10.1
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Food Products,155.5,2.4
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Beverages,98.1,6.6
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Tobacco Products,90.6,-11
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Textiles,110.7,-11.4
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Wearing Apparel,125.6,-22.4
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Leather and Related Products,98.4,-11.8
2011-12,2022,December,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",111.4,-3.3
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,84.5,3.8
2011-12,2022,December,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,100,14.4
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,132.3,2.1
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,129.5,2.9
2011-12,2022,December,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",276.3,16.3
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,105.4,2.6
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,142.8,7.4
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Basic Metals,201.9,8.9
2011-12,2022,December,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",92.3,-3.7
2011-12,2022,December,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",117.7,-37.5
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Electrical Equipment,109.1,-0.7
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,115.5,10.7
2011-12,2022,December,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",107.4,9.9
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,106,-2.7
2011-12,2022,December,Sectoral,Manufacturing,Manufacture of Furniture,198.4,-7.9
2011-12,2022,December,Sectoral,Manufacturing,Other Manufacturing,93.5,-9.7
